epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
73,1734.13,0.77749,0.27838,0.08497,0.50786,0.96888,0.96662,0.86829,0.90596,0.76251,0.98972,0.89268,0.95489,0.92974,0.69244,0.30385,0.05608,0.41296,0.90125,0.0012872,0.0012872,0.0012872
74,1748.31,0.7641,0.26164,0.07851,0.50588,0.96743,0.96726,0.86467,0.91002,0.75548,0.98945,0.91513,0.95959,0.92781,0.751,0.29834,0.05509,0.41594,0.92558,0.0012773,0.0012773,0.0012773
75,1762.73,0.78034,0.27092,0.08697,0.51094,0.96964,0.94684,0.8688,0.9169,0.76459,0.98694,0.90732,0.95101,0.92474,0.71836,0.29807,0.06608,0.42519,0.91894,0.0012674,0.0012674,0.0012674
76,1777.27,0.76362,0.26818,0.08954,0.52461,0.96779,0.98888,0.86779,0.91956,0.76883,0.98374,0.91707,0.95936,0.93076,0.67942,0.31938,0.05264,0.42187,0.89878,0.0012575,0.0012575,0.0012575
77,1790.51,0.77033,0.27707,0.09159,0.51339,0.96422,0.97242,0.86829,0.91974,0.76121,0.99323,0.89268,0.95719,0.9278,0.732,0.29677,0.05474,0.42449,0.91743,0.0012476,0.0012476,0.0012476
78,1804.5,0.77088,0.27012,0.08745,0.50896,0.97447,0.95139,0.85933,0.92391,0.7874,0.96832,0.89268,0.95637,0.93242,0.65067,0.2681,0.05355,0.41011,0.90277,0.0012377,0.0012377,0.0012377
79,1818.54,0.76217,0.25971,0.08821,0.50681,0.96514,0.98295,0.84349,0.91632,0.75283,0.97324,0.91707,0.95856,0.9328,0.76219,0.3072,0.05264,0.43778,0.92957,0.0012278,0.0012278,0.0012278
80,1832.6,0.75241,0.2591,0.08731,0.50071,0.96427,0.96703,0.85849,0.91923,0.76192,0.96669,0.92195,0.95576,0.92693,0.74148,0.29452,0.05415,0.40572,0.92428,0.0012179,0.0012179,0.0012179
81,1846.72,0.74694,0.25996,0.08346,0.5018,0.95746,0.96285,0.83902,0.9186,0.7726,0.97164,0.90244,0.9592,0.92765,0.67215,0.32216,0.04692,0.40052,0.92007,0.001208,0.001208,0.001208
82,1861.08,0.77928,0.26525,0.08853,0.51648,0.97184,0.94211,0.87328,0.92877,0.77472,0.98429,0.91671,0.95852,0.92412,0.69363,0.30504,0.06598,0.41701,0.91622,0.0011981,0.0011981,0.0011981
