epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
64,668.489,0.91684,0.42788,0.15431,0.60786,1.04544,0.97283,0.83928,0.90338,0.67881,0.97456,0.89776,0.95648,0.91535,0.87484,0.49365,0.04715,0.48986,0.95805,0.0015842,0.0015842,0.0015842
65,679.212,0.93571,0.43148,0.15591,0.6069,1.05586,0.97364,0.86556,0.88997,0.73466,0.99121,0.8811,0.9534,0.91801,0.71498,0.57817,0.0475,0.42994,0.90714,0.0015776,0.0015776,0.0015776
66,688.103,0.93355,0.40106,0.15663,0.60461,1.05043,0.9734,0.85754,0.90684,0.69335,0.97505,0.91596,0.95914,0.9448,0.85734,0.39413,0.04172,0.49642,0.94556,0.001571,0.001571,0.001571
67,697.931,0.93537,0.42079,0.14741,0.6032,1.04126,0.98207,0.85565,0.89476,0.66928,0.96277,0.94531,0.9609,0.94071,0.94709,0.3374,0.03534,0.48818,0.96749,0.0015644,0.0015644,0.0015644
68,708.221,0.95395,0.43292,0.15297,0.6205,1.05415,0.99101,0.86167,0.90991,0.71379,0.95498,0.92969,0.96027,0.9483,0.86173,0.3746,0.03662,0.4762,0.94947,0.0015578,0.0015578,0.0015578
69,718.42,0.93492,0.40237,0.14249,0.61359,1.05547,0.98226,0.86504,0.89494,0.69472,0.96673,0.90805,0.95988,0.93209,0.96459,0.43121,0.03382,0.48928,0.97044,0.0015512,0.0015512,0.0015512
70,728.459,0.93751,0.4315,0.14411,0.62853,1.04582,0.97625,0.85938,0.89365,0.70664,0.983,0.90346,0.95785,0.9391,0.82333,0.41284,0.03259,0.45194,0.93507,0.0015446,0.0015446,0.0015446
71,738.935,0.93681,0.3873,0.15554,0.61073,1.03477,0.98648,0.85938,0.8961,0.71841,0.9797,0.9375,0.96252,0.94493,0.80528,0.35752,0.03546,0.43143,0.92951,0.001538,0.001538,0.001538
72,747.866,0.91876,0.4217,0.14919,0.61065,1.03419,0.97703,0.85938,0.896,0.68446,0.97551,0.93344,0.9603,0.93739,0.9431,0.39481,0.03824,0.46954,0.97971,0.0015314,0.0015314,0.0015314
73,758.098,0.91457,0.382,0.13901,0.58938,1.02921,0.98224,0.86405,0.89699,0.66121,1,0.87968,0.95739,0.94246,1.02778,0.3846,0.0384,0.4808,1.01529,0.0015248,0.0015248,0.0015248
74,768.345,0.93219,0.42347,0.14905,0.62241,1.03593,0.9731,0.86719,0.89788,0.70459,0.9829,0.89791,0.95922,0.94779,0.90218,0.39917,0.03424,0.47054,0.94548,0.0015182,0.0015182,0.0015182
75,777.378,0.92051,0.39694,0.14582,0.60544,1.03165,0.97809,0.86719,0.89834,0.70169,0.98309,0.90828,0.95842,0.93699,0.89699,0.40317,0.03263,0.45145,0.95583,0.0015116,0.0015116,0.0015116
76,787.876,0.91299,0.39381,0.13963,0.59436,1.02823,0.97786,0.86719,0.91119,0.69424,0.94435,0.9281,0.95655,0.92475,0.90266,0.4326,0.03301,0.4585,0.95481,0.001505,0.001505,0.001505
77,798.172,0.91307,0.39915,0.15145,0.60595,1.02803,0.98834,0.85156,0.89809,0.70227,0.97728,0.92188,0.95827,0.94241,0.87202,0.37439,0.03891,0.45746,0.94384,0.0014984,0.0014984,0.0014984
78,807.636,0.9111,0.39598,0.15071,0.60943,1.03268,0.99091,0.85146,0.8861,0.71716,0.98346,0.88281,0.95618,0.93765,0.81592,0.41195,0.04175,0.44828,0.93061,0.0014918,0.0014918,0.0014918
79,818.128,0.88312,0.35197,0.13377,0.57453,1.01194,1,0.8591,0.90443,0.71291,0.98435,0.875,0.95251,0.94187,0.78728,0.40797,0.03935,0.42687,0.91721,0.0014852,0.0014852,0.0014852
